speaker,split,utt_id,target_word,epsilon,steps,raw_prediction,mapped_prediction,mapped_correct,target_rank,top3_hit,top5_hit,top10_hit,target_distance,duration_sec,wav_head_path,baseline_raw_prediction,baseline_mapped_prediction,baseline_target_rank,baseline_target_distance
F01,dev,9,pat,8e-05,2,ah,air,0,9,0,0,1,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,8e-05,3,a,air,0,9,0,0,1,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.0001,2,a,air,0,9,0,0,1,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.0001,3,ah,air,0,9,0,0,1,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00012,2,p,up,0,6,0,0,1,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00012,3,but,bat,0,11,0,0,0,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00014,2,pa,pad,0,2,1,1,1,1,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00014,3,a,air,0,9,0,0,1,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00016,2,pa,pad,0,2,1,1,1,1,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00016,3,ha,hat,0,9,0,0,1,2,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00018,2,pa,pad,0,2,1,1,1,1,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
F01,dev,9,pat,0.00018,3,pa,pad,0,2,1,1,1,1,1.254625,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0009.wav,pa,pad,2,1.0
