speaker,split,utt_id,target_word,epsilon,steps,raw_prediction,mapped_prediction,mapped_correct,target_rank,top3_hit,top5_hit,top10_hit,target_distance,duration_sec,wav_head_path,baseline_raw_prediction,baseline_mapped_prediction,baseline_target_rank,baseline_target_distance
F01,dev,13,know,8e-05,2,go,no,0,7,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,8e-05,3,go,no,0,7,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.0001,2,go,no,0,7,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.0001,3,lo,no,0,8,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00012,2,mo,no,0,7,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00012,3,lo,no,0,8,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00014,2,uo,no,0,7,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00014,3,rope,no,0,16,0,0,0,4,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00016,2,o,no,0,7,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00016,3,rope,no,0,16,0,0,0,4,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00018,2,yoo,no,0,9,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.00018,3,no,no,0,3,1,1,1,2,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.0002,2,you,no,0,8,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,13,know,0.0002,3,lo,no,0,8,0,0,1,3,1.302875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0013.wav,no,no,3,2.0
F01,dev,15,air,8e-05,2,oh,no,0,2,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,8e-05,3,eh,no,0,3,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.0001,2,el,no,0,3,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.0001,3,oh,no,0,2,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00012,2,oh,no,0,2,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00012,3,el,no,0,3,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00014,2,eld,feed,0,2,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00014,3,el,no,0,3,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00016,2,oh,no,0,2,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00016,3,oh,no,0,2,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00018,2,el,no,0,3,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.00018,3,el,no,0,3,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.0002,2,el,no,0,3,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,15,air,0.0002,3,elk,air,1,1,1,1,1,3,2.1231875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0015.wav,oh,no,2,3.0
F01,dev,16,swarm,8e-05,2,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,8e-05,3,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.0001,2,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.0001,3,flod,feed,0,28,0,0,0,5,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00012,2,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00012,3,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00014,2,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00014,3,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00016,2,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00016,3,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00018,2,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.00018,3,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.0002,2,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,16,swarm,0.0002,3,for,air,0,26,0,0,0,4,2.4126875,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0016.wav,for,air,26,4.0
F01,dev,18,no,8e-05,2,yot,bat,0,5,0,1,1,2,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,8e-05,3,yo,no,1,1,1,1,1,1,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.0001,2,lo,no,1,1,1,1,1,1,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.0001,3,o,no,1,1,1,1,1,1,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00012,2,yoke,no,1,1,1,1,1,3,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00012,3,youo,no,1,1,1,1,1,3,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00014,2,yoke,no,1,1,1,1,1,3,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00014,3,yo,no,1,1,1,1,1,1,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00016,2,youll,no,1,1,1,1,1,4,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00016,3,o,no,1,1,1,1,1,1,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00018,2,the yoke,sheet,0,11,0,0,0,7,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.00018,3,the yot,sheet,0,13,0,0,0,6,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.0002,2,the yoke,sheet,0,11,0,0,0,7,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,18,no,0.0002,3,yo,no,1,1,1,1,1,1,2.0749375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0018.wav,you know,know,4,6.0
F01,dev,19,storm,8e-05,2,sgem,feed,0,9,0,0,1,3,1.8819375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0019.wav,gum,air,23,4.0
F01,dev,19,storm,8e-05,3,glam,bat,0,24,0,0,0,4,1.8819375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0019.wav,gum,air,23,4.0
F01,dev,19,storm,0.0001,2,gan,bat,0,28,0,0,0,5,1.8819375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0019.wav,gum,air,23,4.0
F01,dev,19,storm,0.0001,3,ga,bat,0,28,0,0,0,5,1.8819375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0019.wav,gum,air,23,4.0
F01,dev,19,storm,0.00012,2,go,no,0,22,0,0,0,4,1.8819375,D:\audio_adv_experiment\datasets\TORGO.F\F01\Session1\wav_headMic\0019.wav,gum,air,23,4.0
